len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
439,-1,101,1,701,-1,616,-1,101,1,558,-1,654,-1,101,1,0.7399999999986306,0.5900000000007566,1.3199999999997658,0.12000000000078614,1.1999999999989797,1.380000000001047,0.3799999999998249,12610,87,1412,15,17,16,2,965.8499999999999,639.1600000000005,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-102,quic
404,1,87,-1,289,-1,101,1,100,-1,237,-1,101,1,425,1,45.9371,56.76389999999999,9.823999999999998,1.9480000000000075,1.2879999999999967,8.74799999999999,2230.941,6133,87,585,12,20,21,0,4338.790000000001,2230.941,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
98,1,426,1,87,-1,266,-1,100,-1,101,1,283,-1,101,1,547.7100000000004,46.339999999998895,56.990000000000805,9.949999999999932,0.04999999999984084,1.300000000000523,8.680000000000064,6356,87,560,14,18,20,0,2779.1300000000006,690.5999999999997,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
101,1,100,-1,229,-1,101,1,427,1,87,-1,289,-1,100,-1,4.800000000003024,1.2999999999969702,9.500000000002728,503.59999999999866,47.59999999999923,56.49999999999977,9.600000000002524,6447,87,560,13,19,19,0,3283.2000000000007,586.3000000000013,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
101,1,100,-1,240,-1,101,1,426,1,87,-1,291,-1,101,1,0.0,1.300000000000523,8.70000000000104,552.5999999999982,54.50000000000091,59.300000000000296,9.599999999999,6560,87,561,14,18,19,0,2191.200000000002,557.9999999999998,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
427,1,87,-1,292,-1,101,1,100,-1,106,-1,101,1,427,1,46.50000000000176,41.799999999998505,9.69999999999871,0.4000000000026205,1.40000000000029,8.199999999998653,549.4999999999983,5922,87,427,12,20,21,0,2146.900000000003,556.9999999999986,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
107,1,426,1,87,-1,292,-1,100,-1,92,-1,107,1,292,-1,552.4000000000023,52.39999999999861,56.999999999998636,5.800000000000637,1.300000000000523,3.1999999999997044,87.90000000000123,6534,87,562,13,19,20,0,3158.500000000001,602.1000000000004,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
101,1,100,-1,239,-1,101,1,427,1,87,-1,292,-1,101,1,0.19999999999953388,1.2000000000043087,8.800000000000807,559.3999999999967,45.09999999999786,59.499999999999886,9.800000000005525,5605,87,428,13,19,22,0,1957.7999999999988,559.3999999999967,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1020,quic
155,-1,107,1,252,-1,1412,-1,98,1,998,-1,101,1,102,-1,0.5500000000000504,86.06999999999987,1.349999999999966,0.6400000000001995,0.7600000000000904,0.9899999999998244,13.34999999999998,25157,81,1412,21,11,11,14,883.9199999999997,437.7599999999999,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1022,quic
306,-1,101,1,101,1,271,-1,263,1,87,-1,844,-1,1412,-1,0.45999999999946084,0.43000000000059657,0.46999999999997044,1.9900000000001583,15.909999999999869,162.95999999999998,1.2699999999998681,23524,87,1412,10,22,13,14,233.52999999999997,162.95999999999998,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1022,quic
1412,-1,101,1,1412,-1,98,1,188,-1,1412,-1,101,1,1412,-1,0.700000000000145,0.6899999999996353,1.300000000000523,0.009999999999621423,1.3600000000000279,0.7100000000006546,0.6199999999996209,23334,98,1412,12,20,15,13,25.510000000000588,1.4199999999995327,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1022,quic
295,1,87,-1,305,-1,1412,-1,103,1,1412,-1,103,1,1412,-1,21.419,165.26399999999998,1.4519999999999982,0.953000000000003,0.61099999999999,0.8269999999999982,0.6049999999999898,23197,87,1412,11,21,14,13,214.077,165.26399999999998,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
100,1,230,-1,1412,-1,103,1,1412,-1,1412,-1,103,1,180,-1,4.1799999999998505,1.4499999999999513,0.43999999999999595,1.0100000000001774,1.4299999999998203,0.4700000000001925,0.9899999999998244,14642,80,1412,12,20,16,5,423.57,240.93000000000012,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
1412,1,1412,1,1292,1,87,-1,87,-1,1341,1,87,-1,374,-1,0.029999999999752447,0.020000000000131024,17.47999999999994,3.3400000000005647,269.26000000000005,21.07999999999953,79.88000000000017,14697,80,1412,16,16,17,6,1807.0799999999995,844.22,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
103,1,1082,-1,1412,-1,1412,-1,1412,-1,188,-1,1412,-1,199,-1,1.1799999999997368,1.440000000000552,1.4300000000000423,1.4199999999995327,1.3899999999997803,1.5100000000005664,1.3899999999997803,28234,103,1412,7,25,11,16,35.8900000000002,1.5100000000005664,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
1400,-1,103,1,513,-1,100,1,592,-1,635,-1,103,1,467,-1,0.7099999999997664,0.7200000000011642,1.2299999999996203,0.19999999999953388,1.4199999999995327,0.4000000000008441,1.540000000000319,12945,100,1400,12,20,13,1,27.770000000000294,1.540000000000319,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
92,-1,103,1,286,-1,100,1,1412,1,1412,1,421,1,844,1,0.460000000000349,0.9700000000005815,2.0199999999999108,118.85000000000012,0.06999999999912632,0.04000000000026205,0.059999999999504894,10579,87,1412,17,15,17,2,1689.8099999999995,738.69,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1023,quic
301,1,112,1,74,-1,74,-1,112,-1,280,-1,74,1,1294,-1,0.0350475,14.1251525,1.411900000000001,1.3630000000000013,195.78089999999997,0.06100000000000705,1.3449999999999989,21243,74,1294,11,21,14,14,235.998,195.78089999999997,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1024,quic
1294,-1,74,1,177,-1,165,-1,74,1,186,-1,112,-1,74,1,0.02999999999997449,1.3199999999999878,3.4000000000000696,0.040000000000040004,1.3300000000000534,1.3599999999998058,0.030000000000196536,11445,74,1434,14,18,22,5,4665.570000000001,4231.13,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1024,quic
74,-1,421,-1,104,-1,74,1,112,-1,112,1,74,-1,1106,1,99.04999999999919,1.340000000000785,0.059999999999504894,1.3100000000001444,0.140000000000029,14.780000000000015,76.48999999999972,22467,74,1434,23,9,10,12,217.8699999999995,99.04999999999919,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1024,quic
389,1,74,-1,421,-1,104,-1,74,1,112,-1,112,1,282,-1,14.480000000000715,32.839999999998426,6.880000000000663,0.059999999999504894,1.2900000000009015,0.1499999999996504,1.2100000000003774,14869,74,1294,11,21,14,4,80.72999999999908,32.839999999998426,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1024,quic
106,1,1412,-1,1412,-1,188,-1,106,1,919,-1,100,1,1360,1,1.1829999999999896,1.2880000000000114,1.3390000000000346,0.2299999999999529,1.096000000000041,2.942,1261.86,18459,80,1412,13,19,16,9,1542.4879999999998,1261.86,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1025,quic
376,-1,1116,-1,106,1,92,-1,310,-1,103,1,246,1,145,1,1.3499999999999623,1.4099999999999113,1.0499999999999954,1.3499999999999623,1.7899999999999583,623.8600000000001,0.09000000000014552,12908,87,1412,12,20,18,4,1679.87,682.3799999999999,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1025,quic
743,-1,106,1,1412,-1,1329,-1,1412,-1,106,1,1412,-1,337,-1,0.2699999999995484,1.0900000000004795,1.3299999999993872,1.3600000000000279,0.2900000000005676,1.0299999999991982,1.3100000000001444,18766,86,1412,14,18,13,9,2642.5099999999993,1373.1299999999997,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1025,quic
512,-1,103,1,80,-1,100,1,288,-1,103,-1,103,1,217,-1,3.2200000000006668,6.01999999999947,2.980000000000871,30.870000000000175,1.2999999999987466,1.860000000000639,2.5599999999990075,12891,80,1400,10,22,12,1,217.55000000000103,142.92999999999978,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1025,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.0,0.0,0.09999999999976694,0.0,0.0,0.09999999999976694,0.0,22370,87,1412,20,12,12,13,381.9,136.099999999999,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1025,quic
361,1,112,1,74,-1,74,-1,112,-1,74,1,325,-1,1294,-1,0.034809099999999996,20.081090899999996,1.3400999999999996,1.5198999999999998,199.8471,10.455999999999989,24.31800000000004,22472,74,1294,11,21,13,15,279.47200000000004,199.8471,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1026,quic
720,1,87,-1,87,-1,299,1,145,1,527,-1,100,1,87,-1,14.599999999999946,4.170000000000007,318.15999999999997,0.09000000000014552,3.459999999999809,3.1499999999999773,10.850000000000023,12109,80,1412,12,20,17,3,685.5699999999998,318.15999999999997,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1027,quic
264,-1,74,1,112,-1,112,1,74,-1,297,1,1434,1,1434,1,0.029999999999752447,1.5200000000001879,0.11999999999989797,19.159999999999844,894.8099999999997,0.10000000000070486,0.009999999999649845,20047,74,1434,20,12,13,12,959.2899999999998,894.8099999999997,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1028,quic
74,-1,74,-1,74,-1,422,-1,104,-1,74,1,112,-1,112,1,1.6400000000000858,1.5700000000000713,65.90999999999968,2.6200000000002888,0.02999999999974534,1.560000000000457,0.1499999999996504,10287,74,1434,13,19,22,3,2061.6300000000006,1856.16,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1028,quic
1081,-1,74,1,1294,-1,1132,-1,74,1,1294,-1,1294,-1,74,1,0.029999999999752447,1.540000000000319,1.5599999999995617,0.030000000000640625,7.8499999999994685,1.56000000000045,0.029999999999752447,25564,74,1294,11,21,11,15,38.07999999999989,7.8499999999994685,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1028,quic
679,-1,761,-1,74,1,473,-1,873,-1,74,1,893,-1,675,-1,1.5699999999991832,0.020000000001019203,1.5299999999989211,1.5900000000002024,0.04000000000026205,1.5300000000006975,1.6199999999990666,10393,74,953,14,18,18,0,1709.0199999999988,1413.38,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1028,quic
87,-1,87,-1,898,-1,1412,-1,1412,-1,1412,-1,180,-1,104,1,5.970000000000475,389.25999999999925,1.180000000000632,1.2599999999993656,1.1700000000001296,1.1499999999999773,0.27000000000043656,29674,87,1412,5,27,11,19,445.82000000000033,389.25999999999925,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1029,quic
167,-1,101,1,242,-1,103,-1,92,-1,101,1,95,-1,101,1,1.7999999999993577,35.99999999999959,1.200000000000756,1.8999999999991246,0.0,1.200000000000756,1.6999999999995907,10614,87,1412,17,15,18,4,1081.0999999999992,600.6,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1029,quic
106,1,92,-1,144,-1,112,1,622,-1,92,-1,170,-1,103,1,0.260000000000149,0.34999999999985043,0.43999999999999595,66.52000000000014,0.3100000000000307,0.3499999999998522,0.6700000000001722,14669,87,1412,11,21,18,6,1564.9300000000003,673.4099999999999,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-103,quic
479,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.08000000000008001,0.04999999999988347,0.05000000000032756,0.029999999999752447,0.04000000000026205,0.029999999999752447,0.04000000000026205,28307,80,1412,25,7,8,17,2239.5,1920.4599999999996,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-103,quic
100,1,477,-1,100,1,697,-1,100,1,484,-1,100,1,835,-1,1.5000000000000568,0.5000000000006111,0.7999999999999119,0.2999999999993008,1.5000000000000568,0.4000000000008441,1.0999999999992127,10354,87,835,16,16,17,0,712.9000000000012,671.8000000000011,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-103,quic
296,1,87,-1,325,-1,1412,-1,1412,-1,1412,-1,180,-1,1412,-1,16.157899999999998,242.9611,0.10300000000000864,0.16899999999998272,0.11200000000002319,0.06400000000002137,0.1560000000000059,31371,84,1412,4,28,7,20,302.581,242.9611,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
87,-1,327,-1,1412,-1,1412,-1,1412,-1,186,-1,1412,-1,1412,-1,93.89999999999988,0.19999999999997442,0.11000000000005627,0.18999999999991246,0.08000000000008356,0.140000000000029,0.15000000000009095,14871,80,1412,9,23,16,5,812.2400000000001,278.9999999999999,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
252,1,87,-1,914,-1,1412,-1,1412,-1,1412,-1,180,-1,1412,-1,13.119999999999798,230.41,0.1499999999996362,0.13000000000039336,0.11000000000026944,0.0700000000000216,0.280000000000058,29923,84,1412,4,28,10,19,276.13000000000017,230.41,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
280,-1,1400,-1,513,-1,592,-1,109,1,635,-1,467,-1,103,1,0.2899999999996794,0.4399999999993298,1.1400000000012511,0.6599999999998829,0.7900000000002905,1.6799999999985715,0.5500000000004945,13171,92,1400,10,22,13,1,53.53999999999992,13.700000000000045,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
993,1,110,1,303,1,477,1,88,1,87,-1,87,-1,87,-1,0.09000000000014552,9.320000000000661,3.8999999999997925,0.07999999999874774,3.230000000000288,8.890000000000953,4.749999999999588,13757,87,1412,17,15,18,6,3372.0200000000013,2894.9999999999995,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.0,0.09999999999976694,0.0,0.0,0.0,0.09999999999976694,0.0,39683,87,1412,29,3,3,27,21.099999999998786,13.89999999999958,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1030,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.020000000000131024,0.030000000000196536,0.03999999999981796,0.03999999999981796,0.020000000000131024,0.03999999999981796,0.04000000000026205,20141,80,1412,20,12,14,11,2555.000000000001,1959.6800000000003,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1031,quic
87,-1,968,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,113,1,520.6799999999996,0.590000000000714,0.6299999999991996,0.7000000000001592,0.6000000000003638,0.5999999999994543,0.3600000000005821,30433,87,1412,5,27,9,19,557.0300000000002,520.6799999999996,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1031,quic
238,-1,101,1,406,1,252,1,87,-1,347,-1,146,-1,104,1,2.600000000001046,271.39999999999986,0.09999999999979536,25.7000000000005,287.49999999999966,0.7000000000001592,2.6999999999990223,6040,87,430,15,17,19,0,1596.6000000000001,288.4999999999991,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1031,quic
1412,-1,98,1,1412,-1,98,1,647,-1,98,1,92,-1,98,1,1.0700000000003485,0.560000000000116,0.5799999999993588,0.9700000000005815,0.9599999999991837,0.5799999999993588,0.35000000000096065,14283,87,1412,18,14,15,5,1242.1200000000003,1075.9100000000003,0,0,0,0,0,0,0,0,google-doc,train,GoogleDoc-1032,quic
110,1,1412,-1,1001,-1,1412,-1,1412,-1,107,1,1412,-1,188,-1,1.2419999999999654,0.11700000000003374,2.4520000000000097,0.12599999999995948,0.128000000000017,0.27200000000005,0.08299999999994423,25808,84,1412,6,26,13,15,20.99499999999999,2.8259999999999943,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
135,1,427,1,319,-1,360,-1,191,-1,107,1,87,-1,483,-1,0.7899999999998464,7.989999999999942,0.17000000000022553,0.17999999999984695,2.7200000000000557,7.550000000000168,168.9499999999997,13065,87,1412,12,20,16,5,1296.3100000000004,736.0400000000002,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,1412,1,0.04999999999988347,0.029999999999752447,0.04999999999988347,0.04000000000026205,0.04000000000026205,0.029999999999752447,0.04000000000026205,23685,80,1412,21,11,11,14,1778.2599999999989,689.3999999999999,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
191,-1,1412,-1,1412,-1,1412,-1,188,-1,974,-1,1412,-1,1412,-1,0.280000000000058,0.2900000000005676,0.31999999999943185,0.0700000000000145,0.2900000000005676,1.4199999999995327,0.32000000000032003,32378,131,1412,1,31,7,19,60.880000000000045,27.54000000000012,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
125,1,125,1,125,1,125,1,98,1,310,1,144,1,87,-1,0.1499999999996504,7.260000000000488,0.2199999999996649,3.7000000000002586,1440.95,0.06999999999902684,15.890000000000555,17160,87,1412,19,13,14,7,2844.27,1440.95,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
101,1,300,-1,98,1,396,1,109,1,302,1,477,1,87,1,1.1399999999994748,2.700000000000813,1475.4799999999993,0.09999999999968168,6.200000000001637,4.299999999998818,0.09999999999968168,5629,87,484,15,17,22,0,1817.220000000001,1475.4799999999993,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1033,quic
101,1,367,1,1412,1,916,1,367,1,87,-1,87,-1,400,-1,439.216,0.07599999999996498,0.02199999999999136,6.508000000000095,24.538999999999987,22.920999999999992,80.29100000000005,17473,80,1412,10,22,12,7,2770.897,1504.85,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1034,quic
754,-1,1412,-1,110,1,1412,-1,1412,-1,188,-1,971,-1,1412,-1,1.3500000000004064,0.8200000000000429,0.5199999999998539,1.260000000000261,1.2199999999999989,1.3199999999997658,1.3300000000002754,29937,110,1412,5,27,10,18,33.640000000000114,1.3699999999996493,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1034,quic
110,1,1412,-1,1412,-1,326,-1,92,-1,152,-1,110,1,591,1,0.7599999999996498,1.2699999999998823,1.3199999999997658,1.260000000000261,1.2499999999997513,0.2200000000005531,3048.189999999999,18896,87,1412,11,21,10,7,3219.6000000000004,3048.189999999999,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1034,quic
1412,1,1412,1,146,-1,1412,1,1412,1,1412,1,1412,1,87,-1,0.0,0.5000000000006111,1.6999999999995907,0.09999999999976694,1.300000000000523,0.0,23.899999999999366,36694,87,1412,26,6,6,25,70.00000000000028,23.899999999999366,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1034,quic
800,-1,92,-1,317,-1,107,1,394,1,87,-1,87,-1,302,-1,1.40000000000029,1.300000000000523,1.8999999999991246,53.000000000000824,7.999999999999119,23.099999999999454,68.3000000000007,7408,87,1147,13,19,20,0,1422.2000000000005,391.400000000001,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1034,quic
1412,-1,1412,-1,104,1,188,-1,952,-1,101,1,322,-1,98,1,1.6140000000000043,0.30599999999997296,1.2159999999999949,1.593000000000011,2.1889999999999965,35.862,6.713999999999999,18912,80,1412,12,20,14,9,757.393,486.5879999999999,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
98,1,214,1,87,-1,502,-1,1117,-1,92,-1,149,-1,502,-1,102.92999999999996,19.859999999999985,104.61000000000008,1.6199999999999477,1.5400000000001057,1.569999999999851,197.77000000000004,12136,87,1412,13,19,18,3,1320.6900000000003,520.77,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
1329,-1,320,-1,101,1,407,1,87,-1,1412,1,1412,1,287,1,1.5499999999999403,2.3700000000004273,619.9299999999996,33.72000000000014,155.05000000000018,0.04999999999984084,0.020000000000095497,17743,87,1412,14,18,12,8,1400.9600000000007,619.9299999999996,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
349,-1,98,1,528,1,1412,1,1412,1,1412,1,1412,1,1412,1,3.969999999999807,123.8400000000004,0.10999999999938836,0.04000000000026205,0.029999999999759552,0.030000000000654836,0.02999999999974534,24929,80,1412,20,12,11,14,1031.7799999999995,443.88000000000005,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
104,1,333,1,1412,1,917,1,224,1,1412,1,1412,1,678,1,897.1,0.09999999999979536,0.04000000000030468,0.3900000000003274,0.04999999999984084,0.04000000000030468,0.02999999999974534,14569,80,1412,17,15,14,5,2064.88,897.1,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
1412,-1,180,-1,1412,-1,104,1,1353,-1,1412,-1,1412,-1,104,1,1.5299999999998093,1.6699999999998383,0.700000000000145,0.880000000000436,1.5799999999996928,1.5900000000002024,0.9100000000001884,27905,101,1412,7,25,12,17,38.17000000000004,1.7100000000001003,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
1412,-1,1412,-1,110,1,1412,-1,188,-1,107,1,1412,-1,191,-1,1.5700000000000713,0.9899999999998244,0.6199999999996209,1.540000000000319,1.3800000000001589,0.21000000000004349,1.5399999999994307,27218,92,1412,7,25,12,16,43.47999999999974,4.590000000000316,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
104,1,332,-1,98,1,926,-1,98,1,307,1,144,1,90,-1,1.000000000000334,6.94999999999979,9.149999999999991,5.930000000000213,2095.88,0.079999999998563,39.500000000000455,16166,80,1412,15,17,13,6,3300.9600000000005,2095.88,0,0,0,0,0,0,0,0,google-doc,calibration,GoogleDoc-1036,quic
295,1,87,-1,373,-1,101,1,1412,-1,1412,-1,1412,-1,186,-1,19.737000000000002,177.625,2.6499999999999773,38.691,0.16100000000000136,0.2610000000000241,0.12399999999999523,31484,84,1412,2,30,8,19,257.4500000000001,177.625,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
125,1,125,1,119,1,1412,-1,1412,-1,1412,-1,188,-1,1412,-1,0.19700000000000273,2.3380000000000067,8.977999999999986,0.20400000000003793,0.7229999999999741,0.1329999999999938,0.19299999999999784,25033,110,1412,9,23,14,15,474.42,432.75600000000003,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
98,1,508,-1,80,-1,101,1,431,-1,962,-1,313,-1,431,-1,20.310000000000052,0.15999999999993975,3.270000000000106,43.269999999999925,0.18000000000006366,0.12999999999996703,43.98000000000013,15651,80,1412,13,19,13,5,1737.8600000000004,1069.63,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
1412,-1,188,-1,84,-1,1197,-1,1412,-1,1412,-1,1412,-1,188,-1,0.13000000000040757,0.16000000000016001,16.07999999999965,1.9800000000005369,0.2199999999996649,0.32999999999994145,0.140000000000029,24128,84,1412,12,20,10,12,3598.4800000000014,3479.490000000001,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
1412,1,1412,1,989,1,770,-1,101,1,87,-1,100,-1,101,1,0.0,0.0,4.199999999999093,3.2999999999994145,4.100000000001103,4.199999999999093,2.700000000000813,16066,80,1412,11,21,11,3,180.09999999999945,100.20000000000097,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
654,-1,583,-1,104,1,689,-1,98,1,102,-1,98,1,222,-1,0.9999999999994458,0.8999999999996788,0.5000000000006111,2.4999999999995026,1.5999999999998238,2.3999999999997357,17.400000000000304,7058,87,689,15,17,19,0,1916.8999999999999,868.8000000000002,0,0,0,0,0,0,0,0,google-doc,test,GoogleDoc-1037,quic
